observation_id,flight_id,item_id,source_image_id,reference_image_id,consumption_estimate_pct
OBS-02-chicken_rice_vegetables-156,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-156,REF-chicken_rice_vegetables-01,78
OBS-02-chicken_rice_vegetables-157,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-157,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-158,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-158,REF-chicken_rice_vegetables-01,88
OBS-02-chicken_rice_vegetables-159,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-159,REF-chicken_rice_vegetables-01,82
OBS-02-chicken_rice_vegetables-160,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-160,REF-chicken_rice_vegetables-01,89
OBS-02-chicken_rice_vegetables-161,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-161,REF-chicken_rice_vegetables-01,78
OBS-02-chicken_rice_vegetables-162,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-162,REF-chicken_rice_vegetables-01,98
OBS-02-chicken_rice_vegetables-163,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-163,REF-chicken_rice_vegetables-01,81
OBS-02-chicken_rice_vegetables-164,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-164,REF-chicken_rice_vegetables-01,96
OBS-02-chicken_rice_vegetables-165,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-165,REF-chicken_rice_vegetables-01,97
OBS-02-chicken_rice_vegetables-166,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-166,REF-chicken_rice_vegetables-01,72
OBS-02-chicken_rice_vegetables-167,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-167,REF-chicken_rice_vegetables-01,91
OBS-02-chicken_rice_vegetables-168,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-168,REF-chicken_rice_vegetables-01,92
OBS-02-chicken_rice_vegetables-169,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-169,REF-chicken_rice_vegetables-01,78
OBS-02-chicken_rice_vegetables-170,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-170,REF-chicken_rice_vegetables-01,99
OBS-02-chicken_rice_vegetables-171,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-171,REF-chicken_rice_vegetables-01,60
OBS-02-chicken_rice_vegetables-172,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-172,REF-chicken_rice_vegetables-01,86
OBS-02-chicken_rice_vegetables-173,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-173,REF-chicken_rice_vegetables-01,81
OBS-02-chicken_rice_vegetables-174,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-174,REF-chicken_rice_vegetables-01,97
OBS-02-chicken_rice_vegetables-175,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-175,REF-chicken_rice_vegetables-01,79
OBS-02-chicken_rice_vegetables-176,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-176,REF-chicken_rice_vegetables-01,79
OBS-02-chicken_rice_vegetables-177,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-177,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-178,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-178,REF-chicken_rice_vegetables-01,85
OBS-02-chicken_rice_vegetables-179,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-179,REF-chicken_rice_vegetables-01,89
OBS-02-chicken_rice_vegetables-180,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-180,REF-chicken_rice_vegetables-01,89
OBS-02-chicken_rice_vegetables-181,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-181,REF-chicken_rice_vegetables-01,83
OBS-02-chicken_rice_vegetables-182,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-182,REF-chicken_rice_vegetables-01,97
OBS-02-chicken_rice_vegetables-183,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-183,REF-chicken_rice_vegetables-01,89
OBS-02-chicken_rice_vegetables-184,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-184,REF-chicken_rice_vegetables-01,86
OBS-02-chicken_rice_vegetables-185,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-185,REF-chicken_rice_vegetables-01,84
OBS-02-chicken_rice_vegetables-186,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-186,REF-chicken_rice_vegetables-01,90
OBS-02-chicken_rice_vegetables-187,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-187,REF-chicken_rice_vegetables-01,89
OBS-02-chicken_rice_vegetables-188,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-188,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-189,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-189,REF-chicken_rice_vegetables-01,79
OBS-02-chicken_rice_vegetables-190,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-190,REF-chicken_rice_vegetables-01,79
OBS-02-chicken_rice_vegetables-191,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-191,REF-chicken_rice_vegetables-01,88
OBS-02-chicken_rice_vegetables-192,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-192,REF-chicken_rice_vegetables-01,73
OBS-02-chicken_rice_vegetables-193,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-193,REF-chicken_rice_vegetables-01,86
OBS-02-chicken_rice_vegetables-194,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-194,REF-chicken_rice_vegetables-01,81
OBS-02-chicken_rice_vegetables-195,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-195,REF-chicken_rice_vegetables-01,77
OBS-02-chicken_rice_vegetables-196,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-196,REF-chicken_rice_vegetables-01,78
OBS-02-chicken_rice_vegetables-197,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-197,REF-chicken_rice_vegetables-01,90
OBS-02-chicken_rice_vegetables-198,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-198,REF-chicken_rice_vegetables-01,92
OBS-02-chicken_rice_vegetables-199,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-199,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-200,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-200,REF-chicken_rice_vegetables-01,83
OBS-02-chicken_rice_vegetables-201,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-201,REF-chicken_rice_vegetables-01,74
OBS-02-chicken_rice_vegetables-202,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-202,REF-chicken_rice_vegetables-01,89
OBS-02-chicken_rice_vegetables-203,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-203,REF-chicken_rice_vegetables-01,83
OBS-02-chicken_rice_vegetables-204,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-204,REF-chicken_rice_vegetables-01,87
OBS-02-chicken_rice_vegetables-205,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-205,REF-chicken_rice_vegetables-01,91
OBS-02-chicken_rice_vegetables-206,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-206,REF-chicken_rice_vegetables-01,100
OBS-02-chicken_rice_vegetables-207,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-207,REF-chicken_rice_vegetables-01,89
OBS-02-chicken_rice_vegetables-208,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-208,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-209,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-209,REF-chicken_rice_vegetables-01,93
OBS-02-chicken_rice_vegetables-210,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-210,REF-chicken_rice_vegetables-01,80
OBS-02-chicken_rice_vegetables-211,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-211,REF-chicken_rice_vegetables-01,87
OBS-02-chicken_rice_vegetables-212,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-212,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-213,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-213,REF-chicken_rice_vegetables-01,88
OBS-02-chicken_rice_vegetables-214,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-214,REF-chicken_rice_vegetables-01,85
OBS-02-chicken_rice_vegetables-215,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-215,REF-chicken_rice_vegetables-01,77
OBS-02-chicken_rice_vegetables-216,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-216,REF-chicken_rice_vegetables-01,93
OBS-02-chicken_rice_vegetables-217,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-217,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-218,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-218,REF-chicken_rice_vegetables-01,90
OBS-02-chicken_rice_vegetables-219,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-219,REF-chicken_rice_vegetables-01,99
OBS-02-chicken_rice_vegetables-220,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-220,REF-chicken_rice_vegetables-01,90
OBS-02-chicken_rice_vegetables-221,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-221,REF-chicken_rice_vegetables-01,91
OBS-02-chicken_rice_vegetables-222,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-222,REF-chicken_rice_vegetables-01,87
OBS-02-chicken_rice_vegetables-223,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-223,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-224,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-224,REF-chicken_rice_vegetables-01,77
OBS-02-chicken_rice_vegetables-225,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-225,REF-chicken_rice_vegetables-01,87
OBS-02-chicken_rice_vegetables-226,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-226,REF-chicken_rice_vegetables-01,78
OBS-02-chicken_rice_vegetables-227,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-227,REF-chicken_rice_vegetables-01,96
OBS-02-chicken_rice_vegetables-228,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-228,REF-chicken_rice_vegetables-01,93
OBS-02-chicken_rice_vegetables-229,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-229,REF-chicken_rice_vegetables-01,76
OBS-02-chicken_rice_vegetables-230,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-230,REF-chicken_rice_vegetables-01,93
OBS-02-chicken_rice_vegetables-231,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-231,REF-chicken_rice_vegetables-01,82
OBS-02-chicken_rice_vegetables-232,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-232,REF-chicken_rice_vegetables-01,82
OBS-02-chicken_rice_vegetables-233,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-233,REF-chicken_rice_vegetables-01,92
OBS-02-chicken_rice_vegetables-234,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-234,REF-chicken_rice_vegetables-01,80
OBS-02-chicken_rice_vegetables-235,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-235,REF-chicken_rice_vegetables-01,89
OBS-02-chicken_rice_vegetables-236,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-236,REF-chicken_rice_vegetables-01,84
OBS-02-chicken_rice_vegetables-237,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-237,REF-chicken_rice_vegetables-01,71
OBS-02-chicken_rice_vegetables-238,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-238,REF-chicken_rice_vegetables-01,88
OBS-02-chicken_rice_vegetables-239,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-239,REF-chicken_rice_vegetables-01,79
OBS-02-chicken_rice_vegetables-240,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-240,REF-chicken_rice_vegetables-01,97
OBS-02-chicken_rice_vegetables-241,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-241,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-242,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-242,REF-chicken_rice_vegetables-01,91
OBS-02-chicken_rice_vegetables-243,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-243,REF-chicken_rice_vegetables-01,86
OBS-02-chicken_rice_vegetables-244,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-244,REF-chicken_rice_vegetables-01,93
OBS-02-chicken_rice_vegetables-245,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-245,REF-chicken_rice_vegetables-01,85
OBS-02-chicken_rice_vegetables-246,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-246,REF-chicken_rice_vegetables-01,80
OBS-02-chicken_rice_vegetables-247,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-247,REF-chicken_rice_vegetables-01,96
OBS-02-chicken_rice_vegetables-248,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-248,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-249,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-249,REF-chicken_rice_vegetables-01,85
OBS-02-chicken_rice_vegetables-250,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-250,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-251,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-251,REF-chicken_rice_vegetables-01,98
OBS-02-chicken_rice_vegetables-252,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-252,REF-chicken_rice_vegetables-01,79
OBS-02-chicken_rice_vegetables-253,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-253,REF-chicken_rice_vegetables-01,94
OBS-02-chicken_rice_vegetables-254,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-254,REF-chicken_rice_vegetables-01,83
OBS-02-chicken_rice_vegetables-255,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-255,REF-chicken_rice_vegetables-01,80
OBS-02-chicken_rice_vegetables-256,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-256,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-257,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-257,REF-chicken_rice_vegetables-01,86
OBS-02-chicken_rice_vegetables-258,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-258,REF-chicken_rice_vegetables-01,100
OBS-02-chicken_rice_vegetables-259,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-259,REF-chicken_rice_vegetables-01,93
OBS-02-chicken_rice_vegetables-260,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-260,REF-chicken_rice_vegetables-01,90
OBS-02-chicken_rice_vegetables-261,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-261,REF-chicken_rice_vegetables-01,99
OBS-02-chicken_rice_vegetables-262,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-262,REF-chicken_rice_vegetables-01,86
OBS-02-chicken_rice_vegetables-263,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-263,REF-chicken_rice_vegetables-01,86
OBS-02-chicken_rice_vegetables-264,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-264,REF-chicken_rice_vegetables-01,82
OBS-02-chicken_rice_vegetables-265,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-265,REF-chicken_rice_vegetables-01,88
OBS-02-chicken_rice_vegetables-266,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-266,REF-chicken_rice_vegetables-01,82
OBS-02-chicken_rice_vegetables-267,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-267,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-268,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-268,REF-chicken_rice_vegetables-01,85
OBS-02-chicken_rice_vegetables-269,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-269,REF-chicken_rice_vegetables-01,96
OBS-02-chicken_rice_vegetables-270,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-270,REF-chicken_rice_vegetables-01,67
OBS-02-chicken_rice_vegetables-271,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-271,REF-chicken_rice_vegetables-01,90
OBS-02-chicken_rice_vegetables-272,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-272,REF-chicken_rice_vegetables-01,93
OBS-02-chicken_rice_vegetables-273,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-273,REF-chicken_rice_vegetables-01,86
OBS-02-chicken_rice_vegetables-274,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-274,REF-chicken_rice_vegetables-01,79
OBS-02-chicken_rice_vegetables-275,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-275,REF-chicken_rice_vegetables-01,66
OBS-02-chicken_rice_vegetables-276,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-276,REF-chicken_rice_vegetables-01,84
OBS-02-chicken_rice_vegetables-277,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-277,REF-chicken_rice_vegetables-01,91
OBS-02-chicken_rice_vegetables-278,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-278,REF-chicken_rice_vegetables-01,88
OBS-02-chicken_rice_vegetables-279,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-279,REF-chicken_rice_vegetables-01,92
OBS-02-chicken_rice_vegetables-280,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-280,REF-chicken_rice_vegetables-01,93
OBS-02-chicken_rice_vegetables-281,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-281,REF-chicken_rice_vegetables-01,98
OBS-02-chicken_rice_vegetables-282,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-282,REF-chicken_rice_vegetables-01,90
OBS-02-chicken_rice_vegetables-283,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-283,REF-chicken_rice_vegetables-01,92
OBS-02-chicken_rice_vegetables-284,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-284,REF-chicken_rice_vegetables-01,96
OBS-02-chicken_rice_vegetables-285,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-285,REF-chicken_rice_vegetables-01,91
OBS-02-chicken_rice_vegetables-286,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-286,REF-chicken_rice_vegetables-01,89
OBS-02-chicken_rice_vegetables-287,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-287,REF-chicken_rice_vegetables-01,81
OBS-02-chicken_rice_vegetables-288,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-288,REF-chicken_rice_vegetables-01,80
OBS-02-chicken_rice_vegetables-289,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-289,REF-chicken_rice_vegetables-01,78
OBS-02-chicken_rice_vegetables-290,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-290,REF-chicken_rice_vegetables-01,97
OBS-02-chicken_rice_vegetables-291,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-291,REF-chicken_rice_vegetables-01,83
OBS-02-chicken_rice_vegetables-292,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-292,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-293,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-293,REF-chicken_rice_vegetables-01,80
OBS-02-chicken_rice_vegetables-294,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-294,REF-chicken_rice_vegetables-01,96
OBS-02-chicken_rice_vegetables-295,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-295,REF-chicken_rice_vegetables-01,88
OBS-02-chicken_rice_vegetables-296,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-296,REF-chicken_rice_vegetables-01,85
OBS-02-chicken_rice_vegetables-297,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-297,REF-chicken_rice_vegetables-01,74
OBS-02-chicken_rice_vegetables-298,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-298,REF-chicken_rice_vegetables-01,70
OBS-02-chicken_rice_vegetables-299,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-299,REF-chicken_rice_vegetables-01,86
OBS-02-chicken_rice_vegetables-300,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-300,REF-chicken_rice_vegetables-01,95
OBS-02-chicken_rice_vegetables-301,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-301,REF-chicken_rice_vegetables-01,64
OBS-02-chicken_rice_vegetables-302,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-302,REF-chicken_rice_vegetables-01,85
OBS-02-chicken_rice_vegetables-303,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-303,REF-chicken_rice_vegetables-01,77
OBS-02-chicken_rice_vegetables-304,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-304,REF-chicken_rice_vegetables-01,88
OBS-02-chicken_rice_vegetables-305,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-305,REF-chicken_rice_vegetables-01,81
OBS-02-chicken_rice_vegetables-306,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-306,REF-chicken_rice_vegetables-01,96
OBS-02-chicken_rice_vegetables-307,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-307,REF-chicken_rice_vegetables-01,91
OBS-02-chicken_rice_vegetables-308,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-308,REF-chicken_rice_vegetables-01,96
OBS-02-chicken_rice_vegetables-309,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-309,REF-chicken_rice_vegetables-01,97
OBS-02-chicken_rice_vegetables-310,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-310,REF-chicken_rice_vegetables-01,94
OBS-02-chicken_rice_vegetables-311,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-311,REF-chicken_rice_vegetables-01,70
OBS-02-chicken_rice_vegetables-312,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-312,REF-chicken_rice_vegetables-01,93
OBS-02-chicken_rice_vegetables-313,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-313,REF-chicken_rice_vegetables-01,91
OBS-02-chicken_rice_vegetables-314,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-314,REF-chicken_rice_vegetables-01,70
OBS-02-chicken_rice_vegetables-315,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-315,REF-chicken_rice_vegetables-01,83
OBS-02-chicken_rice_vegetables-316,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-316,REF-chicken_rice_vegetables-01,87
OBS-02-chicken_rice_vegetables-317,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-317,REF-chicken_rice_vegetables-01,65
OBS-02-chicken_rice_vegetables-318,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-318,REF-chicken_rice_vegetables-01,83
OBS-02-chicken_rice_vegetables-319,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-319,REF-chicken_rice_vegetables-01,75
OBS-02-chicken_rice_vegetables-320,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-320,REF-chicken_rice_vegetables-01,91
OBS-02-chicken_rice_vegetables-321,FRA-HND-2026-07-18-GE101,chicken_rice_vegetables,IMG-02-321,REF-chicken_rice_vegetables-01,77
OBS-02-fish_rice_vegetables-001,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-001,REF-fish_rice_vegetables-01,35
OBS-02-fish_rice_vegetables-002,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-002,REF-fish_rice_vegetables-01,68
OBS-02-fish_rice_vegetables-003,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-003,REF-fish_rice_vegetables-01,58
OBS-02-fish_rice_vegetables-004,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-004,REF-fish_rice_vegetables-01,31
OBS-02-fish_rice_vegetables-005,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-005,REF-fish_rice_vegetables-01,61
OBS-02-fish_rice_vegetables-006,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-006,REF-fish_rice_vegetables-01,28
OBS-02-fish_rice_vegetables-007,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-007,REF-fish_rice_vegetables-01,71
OBS-02-fish_rice_vegetables-008,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-008,REF-fish_rice_vegetables-01,33
OBS-02-fish_rice_vegetables-009,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-009,REF-fish_rice_vegetables-01,44
OBS-02-fish_rice_vegetables-010,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-010,REF-fish_rice_vegetables-01,81
OBS-02-fish_rice_vegetables-011,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-011,REF-fish_rice_vegetables-01,75
OBS-02-fish_rice_vegetables-012,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-012,REF-fish_rice_vegetables-01,49
OBS-02-fish_rice_vegetables-013,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-013,REF-fish_rice_vegetables-01,32
OBS-02-fish_rice_vegetables-014,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-014,REF-fish_rice_vegetables-01,43
OBS-02-fish_rice_vegetables-015,FRA-HND-2026-07-18-GE101,fish_rice_vegetables,IMG-02-015,REF-fish_rice_vegetables-01,41
